.header.seq,.header.stamp.secs,.header.stamp.nsecs,.transform.translation.x,.transform.translation.y,.transform.translation.z
148377,1682211419,132561427,-0.83217941,7.166559044,0.265104218
148378,1682211419,142614224,-0.832191706,7.166592908,0.265029988
148379,1682211419,152713750,-0.832079263,7.166539047,0.265149081
148380,1682211419,162479074,-0.832042162,7.166550594,0.265144898
148381,1682211419,172488693,-0.832178811,7.166575668,0.265045193
148382,1682211419,182972750,-0.831917641,7.166414085,0.265263318
148383,1682211419,192909872,-0.832056658,7.166498298,0.2652038
148384,1682211419,202625914,-0.832033031,7.166521063,0.265199833
148385,1682211419,212835606,-0.83203997,7.166562237,0.265138571
148386,1682211419,222536089,-0.832046254,7.166544489,0.26512713
148387,1682211419,232561685,-0.831917307,7.166465869,0.265258958
148388,1682211419,242953952,-0.832159565,7.166554732,0.265094321
148389,1682211419,252365879,-0.832065126,7.166492462,0.265215494
148390,1682211419,262913535,-0.831923411,7.166460306,0.265313068
148391,1682211419,273444130,-0.832069673,7.166550876,0.265187987
148392,1682211419,283437048,-0.832171262,7.166572405,0.265028245
148393,1682211419,292707812,-0.832014395,7.166487347,0.265125659
148394,1682211419,302800784,-0.832049872,7.166456794,0.265211429
148395,1682211419,312492115,-0.832051348,7.166459757,0.26520325
148396,1682211419,322932517,-0.832020455,7.166484955,0.265197501
148397,1682211419,332462631,-0.832045143,7.166541265,0.265169522
148398,1682211419,342470828,-0.832199395,7.166604295,0.265041741
148399,1682211419,354909244,-0.832059503,7.166481469,0.265188
148400,1682211419,362583825,-0.832062211,7.16646711,0.265194818
148401,1682211419,372716048,-0.832053962,7.166457123,0.265220518
148402,1682211419,382305985,-0.832049795,7.166465396,0.265231501
148403,1682211419,392417026,-0.832041095,7.166494937,0.265182015
148404,1682211419,403322585,-0.832002934,7.166521323,0.265143804
148405,1682211419,412153130,-0.832001724,7.166507632,0.265125179
148406,1682211419,423346034,-0.831904159,7.166418471,0.265265572
148407,1682211419,432299220,-0.832042573,7.166451398,0.265190794
148408,1682211419,442160973,-0.832062738,7.16648257,0.265194946
148409,1682211419,452332572,-0.832065187,7.166535747,0.265194104
148410,1682211419,462357360,-0.832064782,7.166550216,0.265183848
148411,1682211419,472388568,-0.832080971,7.166544618,0.265154351
148412,1682211419,482660690,-0.832169131,7.166573843,0.265023473
148413,1682211419,493862944,-0.832166456,7.166538607,0.265074926
148414,1682211419,502339443,-0.832067195,7.166514117,0.265191965
148415,1682211419,512289733,-0.832049727,7.166545431,0.265214746
148416,1682211419,523072883,-0.832064539,7.166575804,0.26515
148417,1682211419,532684783,-0.832075109,7.166576978,0.26512441
148418,1682211419,542484328,-0.832051583,7.166550929,0.265120584
148419,1682211419,552320608,-0.832195795,7.166561788,0.265071608
148420,1682211419,562816124,-0.832088532,7.166505703,0.265222832
148421,1682211419,572267997,-0.83207713,7.166522842,0.265211132
148422,1682211419,582629316,-0.832068119,7.166580874,0.265145113
148423,1682211419,592851331,-0.83195561,7.166512861,0.265190155
148424,1682211419,602286682,-0.832067188,7.166523473,0.26514155
148425,1682211419,612740433,-0.832067105,7.166492552,0.26521363
148426,1682211419,622481851,-0.832062253,7.166508799,0.265230146
148427,1682211419,632491310,-0.831927405,7.166469993,0.265323571
148428,1682211419,642440305,-0.832075465,7.166580689,0.26511783
148429,1682211419,652483927,-0.832175324,7.166641403,0.2649774
148430,1682211419,662763058,-0.831922105,7.166502443,0.265183182
148431,1682211419,672226313,-0.832031701,7.166476759,0.265202243
148432,1682211419,682637093,-0.831907173,7.166423125,0.265324503
148433,1682211419,692471344,-0.832006352,7.166510624,0.265200221
148434,1682211419,702492695,-0.831923146,7.166519223,0.265240808
148435,1682211419,712492838,-0.832076989,7.166603835,0.265111331
148436,1682211419,722415909,-0.832057184,7.166559328,0.265169548
148437,1682211419,733047592,-0.832077395,7.166520763,0.265208138
148438,1682211419,742419481,-0.832072182,7.166491359,0.265211479
148439,1682211419,753460798,-0.832076551,7.166525763,0.265195687
148440,1682211419,764247673,-0.832183713,7.166639486,0.265037625
148441,1682211419,783490106,-0.832044825,7.166534838,0.265118408
148442,1682211419,793700096,-0.831904628,7.166460145,0.265263273
148443,1682211419,803171288,-0.832160036,7.166541783,0.265103923
148444,1682211419,812889057,-0.831911034,7.166467207,0.265308812
148445,1682211419,842588169,-0.832105938,7.166622333,0.265115268
148446,1682211419,852392413,-0.831962395,7.166544539,0.265230464
148447,1682211419,861999522,-0.832090574,7.166536036,0.265217409
148448,1682211419,872140692,-0.83206718,7.166557124,0.26523329
148449,1682211419,886601566,-0.832075455,7.166606637,0.265185499
148450,1682211419,903498004,-0.832037694,7.166627929,0.265094605
148451,1682211419,911756192,-0.831943184,7.16649825,0.265236279
148452,1682211419,922936694,-0.832085527,7.166524827,0.265216977
148453,1682211419,951231909,-0.832123271,7.166634585,0.265123588
148454,1682211419,960854265,-0.832247324,7.166679417,0.264995669
148455,1682211419,970346266,-0.832220802,7.166639359,0.265052184
148456,1682211419,980896122,-0.832067353,7.166506126,0.265279554
148457,1682211419,991927838,-0.832048823,7.166521333,0.265237477
148458,1682211420,368841,-0.832021546,7.166550364,0.265222393
148459,1682211420,10225254,-0.831889231,7.166568479,0.265252714
148460,1682211420,22261789,-0.832043467,7.166638045,0.265120866
148461,1682211420,31257744,-0.831929708,7.166546815,0.26525281
148462,1682211420,41055602,-0.832065372,7.166537735,0.26526278
148463,1682211420,50960641,-0.832078903,7.166534511,0.265270646
148464,1682211420,62431680,-0.832109522,7.166586752,0.265167709
148465,1682211420,71445959,-0.832111608,7.166665539,0.265105515
148466,1682211420,81474782,-0.832118973,7.166668795,0.265139782
148467,1682211420,91952332,-0.83208147,7.166608473,0.265172375
148468,1682211420,102396627,-0.832050501,7.166532347,0.265206149
148469,1682211420,112606322,-0.832041802,7.166520606,0.265232509
148470,1682211420,122191819,-0.832032734,7.16654297,0.265212605
148471,1682211420,134178592,-0.832042276,7.166573059,0.26515497
148472,1682211420,146126823,-0.83206633,7.166613123,0.265120538
148473,1682211420,152260943,-0.832104965,7.166595336,0.265154427
148474,1682211420,162930127,-0.832237788,7.166630225,0.265045399
148475,1682211420,172806073,-0.832119145,7.166541547,0.265207091
148476,1682211420,184835813,-0.832130067,7.166575433,0.265215923
148477,1682211420,192744025,-0.83211648,7.16662982,0.26517964
148478,1682211420,203547523,-0.832096501,7.166645478,0.265099329
148479,1682211420,212961256,-0.832027383,7.166602237,0.265076369
148480,1682211420,223715672,-0.831975908,7.166552857,0.265143628
148481,1682211420,233817685,-0.831998635,7.166498942,0.265240059
148482,1682211420,242398051,-0.831984191,7.166502307,0.265229829
148483,1682211420,252179323,-0.83203967,7.166585204,0.26517697
148484,1682211420,262377340,-0.831962417,7.16660941,0.265193883
148485,1682211420,272380387,-0.83198025,7.16659184,0.265188904
148486,1682211420,282187553,-0.832134325,7.166601712,0.265164635
148487,1682211420,292483251,-0.832171686,7.166614367,0.265196356
148488,1682211420,303546865,-0.832152475,7.166613418,0.265216488
148489,1682211420,312385086,-0.832176108,7.16663727,0.265123549
148490,1682211420,322392079,-0.83206405,7.166636123,0.265127446
148491,1682211420,332477087,-0.832081443,7.16660441,0.265146416
148492,1682211420,343202446,-0.832028545,7.166549384,0.265156427
148493,1682211420,353153524,-0.832113071,7.166563039,0.265058818
148494,1682211420,362466353,-0.832013643,7.166529771,0.26519219
148495,1682211420,372423780,-0.832147789,7.166668348,0.265112225
148496,1682211420,383217619,-0.832149325,7.16670573,0.265095436
148497,1682211420,395005193,-0.832102503,7.166662938,0.265124824
148498,1682211420,402665125,-0.832232733,7.166693117,0.265008679
148499,1682211420,412364627,-0.832061671,7.166524363,0.265312755
148500,1682211420,423892967,-0.832103408,7.166567609,0.265138763
148501,1682211420,432382667,-0.83220261,7.166632477,0.265063537
148502,1682211420,442529540,-0.83217694,7.166671086,0.265020421
148503,1682211420,452842538,-0.832139819,7.166695668,0.264937574
148504,1682211420,463277217,-0.831991372,7.166561498,0.26510274
148505,1682211420,472659851,-0.832128175,7.166608209,0.265058833
148506,1682211420,482728751,-0.8321661,7.166638093,0.265087835
148507,1682211420,492273198,-0.832229111,7.166697821,0.265021452
148508,1682211420,503687242,-0.832201254,7.166684003,0.26502279
148509,1682211420,511963073,-0.83224559,7.166756432,0.264980635
148510,1682211420,522244202,-0.832275055,7.166731689,0.264969932
148511,1682211420,533204742,-0.832337858,7.16665812,0.2649318
148512,1682211420,542206085,-0.832487903,7.166679076,0.264832681
148513,1682211420,552401202,-0.832487552,7.166705377,0.26480572
148514,1682211420,563468923,-0.832334113,7.166737144,0.264860045
148515,1682211420,572056229,-0.832326061,7.166770678,0.264848963
148516,1682211420,582870488,-0.832190275,7.166655938,0.264991011
148517,1682211420,592425307,-0.832213232,7.166648948,0.265022568
148518,1682211420,602273664,-0.832074703,7.166575312,0.265148558
148519,1682211420,612127260,-0.832166033,7.166630234,0.265093059
148520,1682211420,621974150,-0.832308937,7.166662532,0.264984772
148521,1682211420,631933012,-0.832314267,7.166702941,0.264956932
148522,1682211420,642025977,-0.832292889,7.16665081,0.264977484
148523,1682211420,652137997,-0.832269679,7.166586734,0.265025465
148524,1682211420,662456972,-0.832344465,7.166622857,0.264949822
148525,1682211420,672310882,-0.832326459,7.166618407,0.265009802
148526,1682211420,682809547,-0.832074924,7.166627606,0.265087925
148527,1682211420,692351728,-0.832096891,7.166640244,0.265094274
148528,1682211420,702184758,-0.832044754,7.166654001,0.265075792
148529,1682211420,712143399,-0.832095744,7.166622648,0.265149836
148530,1682211420,722550500,-0.832097112,7.1665866,0.265196953
148531,1682211420,733122663,-0.832102076,7.166564166,0.265191095
148532,1682211420,742452015,-0.832104588,7.166610844,0.265154721
148533,1682211420,752359998,-0.832358082,7.166777926,0.26488521
148534,1682211420,762192993,-0.832351864,7.166781292,0.264809465
148535,1682211420,773683473,-0.832119634,7.166649387,0.265000825
148536,1682211420,784031622,-0.83217257,7.166631183,0.265054293
148537,1682211420,792542015,-0.832171913,7.166657566,0.265095558
148538,1682211420,812487117,-0.832166211,7.166662063,0.265026175
148539,1682211420,832948344,-0.831981339,7.166538325,0.265103454
148540,1682211420,843123541,-0.831985443,7.166468931,0.265170683
148541,1682211420,853720940,-0.832100371,7.166506632,0.265181385
148542,1682211420,865519117,-0.832085861,7.166527731,0.265243998
148543,1682211420,882594729,-0.832199754,7.166588801,0.264986027
148544,1682211420,892306229,-0.832204285,7.166609927,0.265009105
148545,1682211420,903171308,-0.832009861,7.16655856,0.265200084
148546,1682211420,911093674,-0.831987747,7.166540239,0.265187196
148547,1682211420,921812508,-0.83213536,7.166622599,0.265049881
148548,1682211420,932652872,-0.831919498,7.166588628,0.265229442
148549,1682211420,942980628,-0.832167729,7.166707643,0.264959806
148550,1682211420,971624283,-0.832081814,7.166510679,0.265161621
148551,1682211420,982254181,-0.832043896,7.166533308,0.265183523
148552,1682211420,990510853,-0.831914343,7.166544185,0.265233974
148553,1682211421,863829,-0.83191708,7.166586044,0.26519489
148554,1682211421,11333821,-0.83204873,7.16665713,0.265126185
148555,1682211421,22593405,-0.832058414,7.166618894,0.265139731
148556,1682211421,31484990,-0.83206982,7.166577506,0.265163355
148557,1682211421,41592536,-0.832095976,7.166587916,0.265163612
148558,1682211421,50841175,-0.832100943,7.166593151,0.265164807
148559,1682211421,61482683,-0.832116522,7.166654562,0.265142903
148560,1682211421,71918265,-0.832130501,7.166631092,0.265117303
148561,1682211421,81977227,-0.832134033,7.166624758,0.265101589
148562,1682211421,94137463,-0.832115617,7.166583858,0.265180272
148563,1682211421,102389401,-0.832098091,7.166575043,0.265206414
148564,1682211421,111996551,-0.832079844,7.166607745,0.265188814
148565,1682211421,122498223,-0.832131317,7.166658358,0.26509365
148566,1682211421,132646993,-0.832211445,7.166718737,0.264975804
148567,1682211421,142659157,-0.832208806,7.166646529,0.265000106
148568,1682211421,152198778,-0.832069666,7.166546771,0.2651223
148569,1682211421,162166532,-0.83232896,7.166685991,0.264934196
148570,1682211421,172216231,-0.832238711,7.166658876,0.265060407
148571,1682211421,183280450,-0.832314551,7.166766092,0.264911606
148572,1682211421,192505198,-0.832067883,7.166658412,0.265036546
148573,1682211421,202527129,-0.831955852,7.166567913,0.265156125
148574,1682211421,212400007,-0.832056859,7.166591419,0.265179388
148575,1682211421,222859549,-0.831920699,7.166527273,0.265307451
148576,1682211421,233828065,-0.83206761,7.166600201,0.265180342
148577,1682211421,242265977,-0.831927506,7.166547122,0.265222611
148578,1682211421,253725570,-0.832194208,7.16664726,0.264989808
148579,1682211421,262551165,-0.832086101,7.166578676,0.265101145
148580,1682211421,273657713,-0.832045629,7.16650367,0.265105365
148581,1682211421,282316048,-0.832062653,7.16654838,0.2651527
148582,1682211421,293664259,-0.831991702,7.16653385,0.265193232
148583,1682211421,302578293,-0.832143023,7.166637327,0.2650047
148584,1682211421,312685310,-0.832327214,7.166768616,0.26483453
148585,1682211421,322253576,-0.832246119,7.166725205,0.264938045
148586,1682211421,332637497,-0.832099276,7.166565832,0.26510394
148587,1682211421,342470574,-0.832076507,7.166542245,0.265176407
148588,1682211421,353468448,-0.832079498,7.166533288,0.265220109
148589,1682211421,362476271,-0.832078737,7.166572396,0.265194175
148590,1682211421,372657493,-0.831944565,7.166536306,0.265208246
148591,1682211421,383111101,-0.832054348,7.166552612,0.265134216
148592,1682211421,392246051,-0.832087075,7.166571601,0.26513831
148593,1682211421,402685073,-0.832024276,7.166522598,0.265120744
148594,1682211421,412737310,-0.832145016,7.166596476,0.265041409
148595,1682211421,422907692,-0.832028032,7.166575001,0.26517618
148596,1682211421,432865397,-0.832026899,7.166620705,0.265153985
148597,1682211421,442467580,-0.83200087,7.166619403,0.265090566
148598,1682211421,453707436,-0.832278983,7.166696393,0.264893507
148599,1682211421,464129824,-0.832145165,7.166639915,0.265001047
148600,1682211421,472578794,-0.832119545,7.166540606,0.265219268
148601,1682211421,483035475,-0.83211704,7.166574283,0.265204735
148602,1682211421,492634817,-0.832110047,7.166604035,0.265162094
148603,1682211421,502736041,-0.832057711,7.166602012,0.265201622
148604,1682211421,513646599,-0.832232311,7.166585062,0.265043953
148605,1682211421,522475520,-0.832531587,7.166807909,0.264833027
148606,1682211421,532482741,-0.832243178,7.166605245,0.265153037
148607,1682211421,542621267,-0.832066976,7.166551848,0.265179965
148608,1682211421,552470390,-0.831994428,7.166537718,0.265095185
148609,1682211421,562621897,-0.832128871,7.166647761,0.264996393
148610,1682211421,572858605,-0.832177263,7.166585163,0.265041924
148611,1682211421,583943835,-0.832299917,7.166632488,0.264978003
148612,1682211421,592576803,-0.832169438,7.166528792,0.265137246
148613,1682211421,602666107,-0.831917694,7.166427051,0.265251709
148614,1682211421,613328002,-0.832300064,7.1667155,0.264886546
148615,1682211421,623540089,-0.832161582,7.166643143,0.26500753
148616,1682211421,632790257,-0.831906485,7.166432271,0.265201161
148617,1682211421,642506579,-0.831960915,7.166506445,0.265257532
148618,1682211421,652870712,-0.8320328,7.166489373,0.265240003
148619,1682211421,662868817,-0.831985513,7.166534149,0.265234471
148620,1682211421,672358720,-0.832069768,7.166564453,0.265139809
148621,1682211421,683059167,-0.831932148,7.166561047,0.265276027
148622,1682211421,692686484,-0.83216587,7.16665267,0.26503267
148623,1682211421,702943742,-0.832176166,7.166560985,0.265090387
148624,1682211421,712623918,-0.832000417,7.166466691,0.265263334
148625,1682211421,722346598,-0.832149479,7.166555789,0.265070539
148626,1682211421,732672894,-0.83215313,7.166609302,0.265056119
148627,1682211421,743411606,-0.831936008,7.166481303,0.265009934
148628,1682211421,752777716,-0.832169124,7.166597937,0.265042687
148629,1682211421,762988461,-0.832057014,7.166419234,0.265135008
148630,1682211421,772261276,-0.832192703,7.166543578,0.265145899
148631,1682211421,783138718,-0.832303446,7.166613441,0.265072258
148632,1682211421,792393010,-0.832199458,7.166604707,0.265034447
148633,1682211421,802702025,-0.832275272,7.166632065,0.264806452
148634,1682211421,813621101,-0.83233762,7.166736059,0.264832158
148635,1682211421,823208686,-0.831912076,7.166385539,0.265046601
148636,1682211421,833132715,-0.831964184,7.16644227,0.265250178
148637,1682211421,842333005,-0.832275835,7.166557008,0.264991159
148638,1682211421,853434619,-0.832178082,7.16660512,0.26508855
148639,1682211421,865663994,-0.832297874,7.166728536,0.264885479
148640,1682211421,872832301,-0.831936827,7.166448341,0.264996855
148641,1682211421,882876899,-0.832140172,7.166537754,0.265144076
148642,1682211421,892484364,-0.832245295,7.16656282,0.265065839
148643,1682211421,905169724,-0.831978354,7.166370864,0.265226251
148644,1682211421,912334210,-0.831940974,7.166545011,0.265221521
148645,1682211421,924071822,-0.832007587,7.166536853,0.264927854
148646,1682211421,932374688,-0.832107571,7.166675992,0.265038102
148647,1682211421,942367417,-0.832076163,7.166575768,0.265129317
148648,1682211421,953403987,-0.832111769,7.16655562,0.265193013
148649,1682211421,963351442,-0.83204507,7.166551043,0.265205637
148650,1682211421,973158902,-0.831909583,7.166483126,0.265227475
148651,1682211421,982653822,-0.831928517,7.16645666,0.265061591
148652,1682211421,992276651,-0.832253098,7.166747282,0.265070761
148653,1682211422,2387176,-0.832120401,7.166590411,0.265155573
148654,1682211422,12499945,-0.832072909,7.166514242,0.265214336
148655,1682211422,22410296,-0.831871676,7.166365263,0.265348611
148656,1682211422,35290853,-0.831712465,7.166232335,0.265174319
148657,1682211422,44846403,-0.831697328,7.166292725,0.265161434
148658,1682211422,53318912,-0.831705219,7.166315297,0.265116822
148659,1682211422,64102993,-0.831686984,7.166247948,0.265194054
148660,1682211422,72182757,-0.831703112,7.166207407,0.265235556
148661,1682211422,82288835,-0.831711983,7.166170576,0.26526803
148662,1682211422,93237690,-0.831704096,7.166200579,0.265229549
148663,1682211422,102256341,-0.831693355,7.166253083,0.265215793
148664,1682211422,113161381,-0.831689437,7.166274253,0.265193472
148665,1682211422,122405839,-0.831671239,7.166191278,0.265213288
148666,1682211422,132752530,-0.831464873,7.166042604,0.265379188
148667,1682211422,142513764,-0.831639553,7.166116806,0.265313016
148668,1682211422,152513378,-0.831570997,7.166111145,0.265352734
148669,1682211422,163676650,-0.831825338,7.166344516,0.265088713
148670,1682211422,172731208,-0.831687783,7.166264892,0.265231953
148671,1682211422,184818782,-0.831576037,7.166152021,0.265333406
148672,1682211422,192266302,-0.831639043,7.16615478,0.265334686
148673,1682211422,202193113,-0.831657174,7.166136122,0.265353925
148674,1682211422,213216192,-0.831575248,7.166089319,0.265400896
148675,1682211422,224706724,-0.831821887,7.166404583,0.265123938
148676,1682211422,232314566,-0.831973288,7.166504699,0.265004057
148677,1682211422,242416007,-0.831952658,7.166476857,0.265063292
148678,1682211422,252778280,-0.831944732,7.166411551,0.265094735
148679,1682211422,262454721,-0.831937875,7.166398125,0.265165196
148680,1682211422,272517272,-0.831947615,7.166410158,0.265123248
148681,1682211422,283698150,-0.83184822,7.166416488,0.26517922
148682,1682211422,292651071,-0.832111323,7.166569078,0.264888248
148683,1682211422,302793189,-0.832085662,7.166534015,0.264923517
148684,1682211422,312225802,-0.83209215,7.16651153,0.264924967
148685,1682211422,322234722,-0.83184507,7.166353468,0.265123202
148686,1682211422,332478853,-0.831864533,7.166368418,0.265096716
148687,1682211422,343815627,-0.832065928,7.166470046,0.26495992
148688,1682211422,352419572,-0.832108314,7.166515791,0.264897687
148689,1682211422,363324786,-0.832112331,7.166534162,0.264883347
148690,1682211422,372104635,-0.832096254,7.166500522,0.264912215
148691,1682211422,384108203,-0.832249217,7.166595536,0.264819578
148692,1682211422,392400651,-0.832176218,7.166569751,0.264904176
148693,1682211422,402575310,-0.832078523,7.166553764,0.264983845
148694,1682211422,412463888,-0.83182817,7.166484224,0.26515971
148695,1682211422,422566224,-0.832002512,7.166471428,0.264964896
148696,1682211422,432639545,-0.83195363,7.166430243,0.265024666
148697,1682211422,442174498,-0.831805788,7.16634949,0.265183411
148698,1682211422,452274152,-0.831958136,7.16639414,0.265093871
148699,1682211422,462219360,-0.831777965,7.166340276,0.265185165
148700,1682211422,472993646,-0.83234682,7.166693646,0.264953018
148701,1682211422,484808003,-0.832165312,7.166638262,0.26506352
148702,1682211422,492249112,-0.832242785,7.16664592,0.265041402
148703,1682211422,502694521,-0.83219037,7.166586943,0.26507096
148704,1682211422,512239321,-0.832175871,7.166577015,0.265127471
148705,1682211422,524182955,-0.831953275,7.166428089,0.265225214
148706,1682211422,532914446,-0.832315518,7.166771275,0.265041075
148707,1682211422,543030919,-0.832092826,7.166508267,0.265083224
148708,1682211422,552524784,-0.832078675,7.166469672,0.265106062
148709,1682211422,562591616,-0.832056925,7.166448817,0.265113236
148710,1682211422,572372579,-0.832235919,7.166532819,0.264904594
148711,1682211422,582571821,-0.832055464,7.166434884,0.265117108
148712,1682211422,592774001,-0.832118248,7.166595764,0.26506522
148713,1682211422,602342986,-0.832171081,7.166577565,0.265007839
148714,1682211422,612284258,-0.83201349,7.166437701,0.265117529
148715,1682211422,622439695,-0.832132762,7.166483822,0.265002348
148716,1682211422,634403023,-0.831995351,7.166443229,0.265081459
148717,1682211422,642447137,-0.832000732,7.166389152,0.265129362
148718,1682211422,652974198,-0.831981664,7.166402007,0.265182772
148719,1682211422,662199567,-0.831982529,7.166444441,0.265218443
148720,1682211422,673493152,-0.831978669,7.166424631,0.265166207
148721,1682211422,682253273,-0.832013608,7.166425725,0.265093918
148722,1682211422,692414589,-0.83181373,7.166324603,0.265276052
148723,1682211422,702415166,-0.831991893,7.166411206,0.265192863
148724,1682211422,712251850,-0.832124236,7.166495096,0.265017973
148725,1682211422,722237735,-0.83212935,7.166515738,0.264994168
148726,1682211422,733541452,-0.831845286,7.166397347,0.265238902
148727,1682211422,742200929,-0.831963926,7.166465871,0.265116239
148728,1682211422,752607050,-0.831949052,7.166422653,0.265118274
148729,1682211422,762425987,-0.831989395,7.166385806,0.265196964
148730,1682211422,772935379,-0.832007209,7.166409321,0.265185265
148731,1682211422,783863107,-0.832000452,7.166432084,0.265195457
148732,1682211422,792237841,-0.832002346,7.16643337,0.265112069
148733,1682211422,803140759,-0.831999916,7.166441748,0.265084618
148734,1682211422,812474021,-0.832008883,7.16640608,0.265145304
148735,1682211422,822297085,-0.831962172,7.166375447,0.26517338
148736,1682211422,832245390,-0.831948975,7.166371621,0.265204809
148737,1682211422,842927737,-0.831907176,7.166361026,0.265211009
148738,1682211422,852961942,-0.832108316,7.166519336,0.264997074
148739,1682211422,862559398,-0.831994297,7.166494133,0.265076239
148740,1682211422,872735336,-0.832028567,7.166475643,0.265096069
148741,1682211422,883281412,-0.831994863,7.16642236,0.265197825
148742,1682211422,892635489,-0.831983155,7.166407113,0.265270246
148743,1682211422,902471353,-0.832002823,7.166480667,0.265194221
148744,1682211422,912649801,-0.832049523,7.166543725,0.265078734
148745,1682211422,922693790,-0.832042753,7.166542877,0.265051197
148746,1682211422,932611333,-0.832038811,7.166538147,0.26513701
148747,1682211422,943050044,-0.832051256,7.166478987,0.265211437
148748,1682211422,953494202,-0.832057236,7.166481481,0.265186158
148749,1682211422,963240929,-0.832209689,7.166612842,0.265018663
148750,1682211422,972429655,-0.83196317,7.166569317,0.265204341
148751,1682211422,982585809,-0.832096678,7.166631401,0.265050896
148752,1682211422,992864603,-0.832052263,7.166583954,0.265050704
148753,1682211423,2553315,-0.832093238,7.166528401,0.265150043
148754,1682211423,12634070,-0.832100753,7.166532598,0.265202451
148755,1682211423,22702004,-0.832100415,7.166541158,0.265161189
148756,1682211423,33553347,-0.83208343,7.16655013,0.265136875
148757,1682211423,42261276,-0.831944746,7.166520771,0.265202132
148758,1682211423,52474718,-0.832104114,7.166554723,0.265060435
148759,1682211423,62412508,-0.832063333,7.166491323,0.265102664
148760,1682211423,72481380,-0.832066234,7.16650047,0.265151898
148761,1682211423,82283359,-0.832217515,7.166609867,0.265099402
148762,1682211423,92652791,-0.832101677,7.166622584,0.265111218
148763,1682211423,103155693,-0.832077518,7.166656439,0.264994746
148764,1682211423,112858004,-0.831980529,7.166585826,0.265134198
148765,1682211423,122480513,-0.832090586,7.166581741,0.265171216
148766,1682211423,132406158,-0.832061363,7.16652716,0.265218093
148767,1682211423,142512780,-0.832065105,7.166575731,0.265205372
148768,1682211423,152613602,-0.832086393,7.166643288,0.265160949
148769,1682211423,163128692,-0.831958361,7.166586813,0.265186785
148770,1682211423,172801340,-0.831975022,7.166529485,0.265189471
148771,1682211423,182440629,-0.832127781,7.166547918,0.265148099
148772,1682211423,192670643,-0.832166497,7.166520063,0.26523513
148773,1682211423,202647583,-0.832184213,7.166534157,0.265198184
148774,1682211423,212378297,-0.832060261,7.166533047,0.265189771
148775,1682211423,222701033,-0.83215322,7.166655178,0.265023644
148776,1682211423,232751833,-0.832025908,7.166614191,0.26514235
148777,1682211423,242911902,-0.83211527,7.166597789,0.265121558
148778,1682211423,252772158,-0.832104585,7.166552789,0.26516459
148779,1682211423,262361608,-0.831941011,7.166513845,0.26529157
148780,1682211423,272575003,-0.832094382,7.16661818,0.265162962
148781,1682211423,282369506,-0.832074907,7.166653619,0.265075044
148782,1682211423,293887589,-0.832115298,7.166586339,0.265090565
148783,1682211423,302542276,-0.832011852,7.166488855,0.265210405
148784,1682211423,313206690,-0.831995839,7.166431617,0.265278098
148785,1682211423,322539502,-0.832116967,7.166478764,0.265191287
148786,1682211423,332622842,-0.832148294,7.166556777,0.265163908
148787,1682211423,342179417,-0.832139535,7.166639034,0.265088731
148788,1682211423,353089278,-0.831959576,7.166585752,0.265141381
148789,1682211423,362391628,-0.832045405,7.16662091,0.26506108
148790,1682211423,372258872,-0.832060901,7.166553024,0.265205463
148791,1682211423,382537566,-0.831914459,7.166494704,0.265352358
